Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,learning_rate,max_depth,min_child_weight,objective,reg_alpha,reg_lambda,seed,rmse,model
2023-08-03 22:58:22,13.1s,625c1a5f39434bf48fda9b4d5fadaa60,salty-worm-605,LOCAL,project_model_training.py,ubuntu,FINISHED,0.1061146344501132,13,5.949220416086086,reg:squarederror,0.05438439311777398,0.004574180024799717,42,30.226828049826583,xgboost
2023-08-03 23:01:11,20.3s,d9637b0d377d4e4b89405f9e8731ee27,invincible-finch-827,LOCAL,project_model_training.py,ubuntu,FINISHED,0.5853870492338147,47,9.07248880873114,reg:squarederror,0.13161328315097676,0.13990505063403835,42,30.24288964411362,xgboost
2023-08-03 23:06:57,6.3s,4596b13a7cb5499897b18b13478b65be,polite-moth-240,LOCAL,project_model_training.py,ubuntu,FINISHED,0.09866500917821969,9,2.5669691091948366,reg:squarederror,0.20297359994442823,0.05173794598685605,42,30.24463388556298,xgboost
2023-08-03 22:54:12,21.0s,9566365b4b174b258af802d21206630c,welcoming-squid-486,LOCAL,project_model_training.py,ubuntu,FINISHED,0.9603629490559022,63,14.456287401123518,reg:squarederror,0.007036452849515284,0.03989264143007531,42,30.25650051091434,xgboost
2023-08-03 23:01:31,22.2s,d957432b5d1445a5a95105b6decf5577,loud-rat-933,LOCAL,project_model_training.py,ubuntu,FINISHED,0.4619669947344577,46,8.711669898319382,reg:squarederror,0.1357165632863794,0.07183075605945861,42,30.31708812824934,xgboost
2023-08-03 23:07:03,18.5s,a5bc811359d24b21a260ec10c49a55f1,bouncy-shrike-359,LOCAL,project_model_training.py,ubuntu,FINISHED,0.12670684881346428,21,5.355356610907103,reg:squarederror,0.3582916700814975,0.02283007703693547,42,30.351138322730918,xgboost
2023-08-03 22:57:18,10.2s,598236f0b26549799860fcf10d5e88b1,upset-hen-132,LOCAL,project_model_training.py,ubuntu,FINISHED,0.30990595994642184,24,5.051086396797718,reg:squarederror,0.04898565757969718,0.01725983891348104,42,30.366894170519977,xgboost
2023-08-03 23:03:27,22.4s,2cd92b6581974575bbf6dc3d41690564,rumbling-hare-758,LOCAL,project_model_training.py,ubuntu,FINISHED,0.4323991946632421,54,7.083777218249584,reg:squarederror,0.03725929448921289,0.36696899296791474,42,30.38649251425093,xgboost
2023-08-03 23:11:25,51.6s,ccd55ebf788649eb97ea1f32a52b9fdd,casual-doe-433,LOCAL,project_model_training.py,ubuntu,FINISHED,0.19485479474589062,83,7.466069856846566,reg:squarederror,0.007604070940423343,0.284973388239772,42,30.394109605782045,xgboost
2023-08-03 23:11:04,9.0s,aed0e9e6d0e94257b164d73dc00c544f,overjoyed-whale-394,LOCAL,project_model_training.py,ubuntu,FINISHED,0.14045612001409413,17,3.1667327632116176,reg:squarederror,0.11088016410663097,0.04496991079942065,42,30.39839894466609,xgboost
2023-08-03 23:07:28,11.3s,817a230424a647eb92b2d6f39afa157c,skillful-carp-25,LOCAL,project_model_training.py,ubuntu,FINISHED,0.057985829933064635,12,2.9163467401396144,reg:squarederror,0.0233027613506083,0.017695170997614123,42,30.398482492375763,xgboost
2023-08-03 23:10:45,18.9s,cbf7f319f08e4133a37c748f3ecf6134,bold-swan-326,LOCAL,project_model_training.py,ubuntu,FINISHED,0.16718215809277343,30,4.1419644799758535,reg:squarederror,0.1694893877458636,0.20287958726822825,42,30.437995076780936,xgboost
2023-08-03 23:11:13,6.3s,59b455de766d48a9bfd319aaea880336,skillful-colt-306,LOCAL,project_model_training.py,ubuntu,FINISHED,0.1140981508144607,11,1.6171687387101688,reg:squarederror,0.3041867154238265,0.06848574846371924,42,30.497035589396585,xgboost
2023-08-03 22:58:35,43.0s,f01d8e8c355a4be5be98ad046dd20b3a,serious-swan-67,LOCAL,project_model_training.py,ubuntu,FINISHED,0.3118953415290132,77,4.239045656997766,reg:squarederror,0.026968710764494745,0.005995104551376582,42,30.552027242134354,xgboost
2023-08-03 23:06:22,26.8s,7b169c0ac97a441391179b3ba13ea367,luminous-mole-617,LOCAL,project_model_training.py,ubuntu,FINISHED,0.15760890284052115,29,3.751257674090764,reg:squarederror,0.041050926981860324,0.020957923390607345,42,30.553633150801055,xgboost
2023-08-03 23:04:35,34.3s,2b6384bea6fd4e77ac3b6e7b3f5c47ae,polite-bat-579,LOCAL,project_model_training.py,ubuntu,FINISHED,0.06659397943805104,35,3.289682886938441,reg:squarederror,0.3429119844902829,0.18032366113645998,42,30.571693077284337,xgboost
2023-08-03 22:52:40,48.9s,e47566136d3142e5a0a82bc356b895b9,adorable-ray-89,LOCAL,project_model_training.py,ubuntu,FINISHED,0.5766793422884896,91,4.310497453939189,reg:squarederror,0.06568877444250718,0.09106933745190635,42,30.64505464741378,xgboost
2023-08-03 22:57:11,7.1s,9aeaa54bc37848b992bf17e1bca56b78,dashing-kite-665,LOCAL,project_model_training.py,ubuntu,FINISHED,0.21186468514373252,15,1.0241283916551454,reg:squarederror,0.016964134919275592,0.013271761702265928,42,30.920402743829502,xgboost
2023-08-03 22:51:38,1.0min,2bb7830e5ba14a9785be1ea3b833022e,shivering-sloth-311,LOCAL,project_model_training.py,ubuntu,FINISHED,0.0906234693035906,74,1.8810455811980427,reg:squarederror,0.2782517398102596,0.2300312604237281,42,31.270232085039538,xgboost
2023-08-03 22:53:29,8.7s,2d071cf40c074ef78f188041de466a9f,upset-fowl-663,LOCAL,project_model_training.py,ubuntu,FINISHED,0.08408072331050194,17,0.36921916996165455,reg:squarederror,0.23371381982293207,0.025719679594094137,42,31.30685436226648,xgboost
2023-08-03 22:57:28,53.4s,a1d92497b31a484cab7d6d3e0cc5de86,crawling-seal-43,LOCAL,project_model_training.py,ubuntu,FINISHED,0.15547663465190564,57,1.391038865447399,reg:squarederror,0.017769996953870406,0.008225600593107856,42,31.34140402590375,xgboost
2023-08-03 23:08:39,2.1min,d39316c6ec0849188e4ef8b4ad615b4c,resilient-rat-56,LOCAL,project_model_training.py,ubuntu,FINISHED,0.059957185575054396,89,1.6858104279745108,reg:squarederror,0.10419656702430981,0.029220704775252068,42,31.35693234830698,xgboost
2023-08-03 22:54:33,29.1s,18282467b6304411aaadd220add9996f,bittersweet-foal-156,LOCAL,project_model_training.py,ubuntu,FINISHED,0.245472615976399,59,1.4079627992265025,reg:squarederror,0.06483090856931664,0.012022044423710104,42,31.390314258282107,xgboost
2023-08-03 22:49:01,16.7s,9378871370cc45e09deefc5c3260745a,bald-lark-468,LOCAL,project_model_training.py,ubuntu,FINISHED,0.05980391524702483,33,0.7773736026889768,reg:squarederror,0.24612813941335876,0.21784274312818058,42,31.393191007554417,xgboost
2023-08-03 22:55:43,13.6s,3f06199b4a0347b38bdc68dd2b835224,bittersweet-ape-401,LOCAL,project_model_training.py,ubuntu,FINISHED,0.12217636954412922,32,0.6024808527701951,reg:squarederror,0.25375555445700143,0.003168947762551296,42,31.566621674071722,xgboost
2023-08-03 22:53:37,34.1s,db514140e33f496ca5b4131745e182f2,blushing-mink-772,LOCAL,project_model_training.py,ubuntu,FINISHED,0.8461282310481131,99,2.7641482098106636,reg:squarederror,0.012359958293706688,0.012186064470178766,42,31.596298972035655,xgboost
2023-08-03 22:55:57,38.8s,690d4a4fe1344895a59d7e165d07cc18,adaptable-skink-713,LOCAL,project_model_training.py,ubuntu,FINISHED,0.19399081457977277,64,0.8892060154925546,reg:squarederror,0.06311963636609415,0.04259642382891339,42,31.633829649115093,xgboost
2023-08-03 23:07:40,52.6s,6770651cb38b488a8af126dadb4abc88,dashing-penguin-573,LOCAL,project_model_training.py,ubuntu,FINISHED,0.24287580621482358,98,0.48259545884325405,reg:squarederror,0.010760474348637007,0.0341885223123698,42,31.669317089528413,xgboost
2023-08-03 22:49:18,47.6s,ecf072c9f31646b4be5b664d56d85b65,rumbling-wolf-576,LOCAL,project_model_training.py,ubuntu,FINISHED,0.17450700278558123,86,0.8656915964117107,reg:squarederror,0.06324333631893647,0.0026295813428539806,42,31.7055986735641,xgboost
2023-08-03 22:55:31,11.8s,6c76b7846c194916bee05bfb5c909c6e,calm-crab-226,LOCAL,project_model_training.py,ubuntu,FINISHED,0.869594161835854,27,1.1928072702302173,reg:squarederror,0.016822766795606677,0.009451650520294745,42,32.22593893521199,xgboost
